"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Min.Volume.Size","Max.Volume.Size","Engine.Code","Database.Engine","Database.Edition","License.Model","Deployment.Option","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Dedicated.EBS.Throughput","Enhanced.Networking.Supported","Processor.Features","Region","Endpoint","Protocol"
"876","US West (N. California)","QFP6QD94F265ZU3U","HU7G6KETJZ","QFP6QD94F265ZU3U.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.215,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.xlarge","No","General purpose",4,"Intel Xeon Family","","15 GiB","4 x 420","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m1.xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"877","US West (N. California)","CG4XRND5F5VV3RQE","HU7G6KETJZ","CG4XRND5F5VV3RQE.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",1894,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.2xlarge","No","Memory optimized",4,"Intel Xeon Family","","34.2 GiB","1 x 850","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m2.2xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"878","US West (N. California)","X7NWHEQWFBNJWW97","HU7G6KETJZ","X7NWHEQWFBNJWW97.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-06-30",NA,NA,"Quantity",1772,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.xlarge","Yes","General purpose",4,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","15 GiB","2 x 40 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m3.xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"879","US West (N. California)","RYXFR7MQ4KQE2R5E","HU7G6KETJZ","RYXFR7MQ4KQE2R5E.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.large instance-hours used this month","2015-10-31",0,Inf,"hrs",0.194,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"880","US West (N. California)","TGVQSYHASEYPW8E6","HU7G6KETJZ","TGVQSYHASEYPW8E6.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m2.4xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.418,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.4xlarge","No","Memory optimized",8,"Intel Xeon Family","","68.4 GiB","2 x 840","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m2.4xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"881","US West (N. California)","99DSJYCM5FM7QVM8","HU7G6KETJZ","99DSJYCM5FM7QVM8.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",886,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.large","Yes","General purpose",2,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","7.5 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m3.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"882","US West (N. California)","7TW52S7Y84B98MV3","HU7G6KETJZ","7TW52S7Y84B98MV3.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.medium instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.096,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.medium","Yes","General purpose",1,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","3.75 GiB","1 x 4 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m3.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"883","US West (N. California)","SQXCQUA4BYZY7BHC","HU7G6KETJZ","SQXCQUA4BYZY7BHC.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",2790,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.r3.xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"884","US West (N. California)","YSW6DGXSRYZCMG3J","HU7G6KETJZ","YSW6DGXSRYZCMG3J.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",136,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"885","US West (N. California)","YWZE8WCPA572RAEM","HU7G6KETJZ","YWZE8WCPA572RAEM.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",3544,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m3.2xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"886","US West (N. California)","KVATV4C2YHGYHX29","HU7G6KETJZ","KVATV4C2YHGYHX29.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",124,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t1.micro","No","Micro instances",1,"Variable","","0.613 GiB","EBS Only","Very Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.t1.micro","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"887","US West (N. California)","WNJBKE8CGEFNKXJ2","HU7G6KETJZ","WNJBKE8CGEFNKXJ2.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",272,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.small","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","2 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.t2.small","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"888","US West (N. California)","CCHD6DNFTUH44QX3","HU7G6KETJZ","CCHD6DNFTUH44QX3.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",946,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m2.xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"889","US West (N. California)","CG4XRND5F5VV3RQE","HU7G6KETJZ","CG4XRND5F5VV3RQE.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m2.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.418,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.2xlarge","No","Memory optimized",4,"Intel Xeon Family","","34.2 GiB","1 x 850","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m2.2xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"890","US West (N. California)","7BXA4U4CKNWB32JK","HU7G6KETJZ","7BXA4U4CKNWB32JK.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",0.388,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"891","US West (N. California)","PEPR4MR2AMEW2TT6","HU7G6KETJZ","PEPR4MR2AMEW2TT6.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.4xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",1.52,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"892","US West (N. California)","7BXA4U4CKNWB32JK","HU7G6KETJZ","7BXA4U4CKNWB32JK.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1788,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"893","US West (N. California)","BGWNMT5HXFZARDB9","HU7G6KETJZ","BGWNMT5HXFZARDB9.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.small instance-hours used this month","2015-07-31",0,Inf,"Hrs",0.017,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.small","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","2 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.t2.small","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"894","US West (N. California)","JSBKSWWY82JQ4G5Q","HU7G6KETJZ","JSBKSWWY82JQ4G5Q.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.micro instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.009,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"895","US West (N. California)","Z37AHY3AHJ46KSVG","HU7G6KETJZ","Z37AHY3AHJ46KSVG.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.medium instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.108,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.medium","No","General purpose",1,"Intel Xeon Family","","3.75 GiB","1 x 410","Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m1.medium","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"896","US West (N. California)","V8S95A6SP4CJ9XC3","HU7G6KETJZ","V8S95A6SP4CJ9XC3.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",7148,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"897","US West (N. California)","RH7X9EPYCBVWP8Q4","HU7G6KETJZ","RH7X9EPYCBVWP8Q4.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.small instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.054,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m1.small","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"898","US West (N. California)","YQSG6R7RA36Q6G95","HU7G6KETJZ","YQSG6R7RA36Q6G95.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",1974,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.xlarge","No","General purpose",4,"Intel Xeon Family","","15 GiB","4 x 420","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m1.xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"899","US West (N. California)","X7NWHEQWFBNJWW97","HU7G6KETJZ","X7NWHEQWFBNJWW97.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.xlarge instance-hours used this month","2015-06-30",0,Inf,"Hrs",0.382,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.xlarge","Yes","General purpose",4,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","15 GiB","2 x 40 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m3.xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"900","US West (N. California)","ME66S6SC9QNY64V8","HU7G6KETJZ","ME66S6SC9QNY64V8.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-06-30",NA,NA,"Quantity",123,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m1.small","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"901","US West (N. California)","YWZE8WCPA572RAEM","HU7G6KETJZ","YWZE8WCPA572RAEM.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.764,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m3.2xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"902","US West (N. California)","KGXH5YPY2DYSZVEB","HU7G6KETJZ","KGXH5YPY2DYSZVEB.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",447,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"903","US West (N. California)","RH7X9EPYCBVWP8Q4","HU7G6KETJZ","RH7X9EPYCBVWP8Q4.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",246,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m1.small","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"904","US West (N. California)","2U5TRZ83JKUG8C8V","HU7G6KETJZ","2U5TRZ83JKUG8C8V.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",473,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.m2.xlarge","CreateDBInstance:0014","","","","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"905","US West (N. California)","FYZTWQPVGSHJSXSH","HU7G6KETJZ","FYZTWQPVGSHJSXSH.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",22320,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"906","US West (N. California)","E5XBTRPWFNTMDDJM","HU7G6KETJZ","E5XBTRPWFNTMDDJM.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",3574,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.m4.2xlarge","CreateDBInstance:0014","1000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"907","US West (N. California)","6FU8ZYUQAYWEH482","HU7G6KETJZ","6FU8ZYUQAYWEH482.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.large instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.07,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"908","US West (N. California)","FYZTWQPVGSHJSXSH","HU7G6KETJZ","FYZTWQPVGSHJSXSH.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.8xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",3.03,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","USW1-Multi-AZUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
"909","US West (N. California)","6HNX2MZZJWXHYUWK","HU7G6KETJZ","6HNX2MZZJWXHYUWK.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.large instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.095,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","USW1-InstanceUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","us-west-1","ec2.us-west-1.amazonaws.com","HTTP and HTTPS"
